Customer_ID,Age_Group,Gender,City_Tier,Income_Level,Connection_Type,Booking_Method,Booking_Frequency,Digital_Preference,Delivery_Days,Complaint,Overall_Satisfaction
308,26-35,Male,Tier 3,<20k,Domestic,Mobile App,3-6 months,1,3,0,2
309,50+,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,2-3 months,0,1,0,5
310,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,0,2,0,5
311,50+,Female,Tier 2,50k-1L,Domestic,Agent,2-3 months,1,3,1,3
312,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,1,0,5
313,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Website,3-6 months,1,2,0,5
314,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,1,0,5
315,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Website,3-6 months,0,3,0,4
316,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,2,0,5
317,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,3-6 months,1,2,1,4
318,18-25,Female,Tier 2,1L+,Domestic,Website,2-3 months,1,3,0,2
319,36-50,Female,Tier 1,1L+,Domestic,Website,2-3 months,0,6,1,1
320,26-35,Female,Tier 2,1L+,Domestic,Mobile App,Monthly,1,1,0,5
321,50+,Female,Tier 3,20k-50k,Commercial,Mobile App,3-6 months,1,2,0,5
322,18-25,Male,Tier 1,20k-50k,Domestic,Call,2-3 months,1,6,1,1
323,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,1,0,5
324,26-35,Prefer not to say,Tier 3,1L+,Domestic,Mobile App,3-6 months,0,2,0,3
325,26-35,Male,Tier 1,<20k,Domestic,Mobile App,2-3 months,0,1,0,5
326,26-35,Male,Tier 2,20k-50k,Commercial,Call,3-6 months,0,2,1,5
327,36-50,Prefer not to say,Tier 2,<20k,Domestic,Call,2-3 months,1,3,1,3
328,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,2
329,50+,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,2,0,3
330,50+,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,0,2,0,4
331,18-25,Male,Tier 2,<20k,Domestic,Call,Monthly,1,2,1,5
332,18-25,Prefer not to say,Tier 3,20k-50k,Commercial,Mobile App,Monthly,1,1,0,5
333,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,0,1,0,5
334,36-50,Prefer not to say,Tier 2,<20k,Domestic,Website,3-6 months,1,6,1,1
335,26-35,Female,Tier 1,50k-1L,Commercial,Website,Monthly,0,5,1,1
336,50+,Female,Tier 2,20k-50k,Domestic,Website,2-3 months,0,2,0,4
337,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,2-3 months,0,4,1,2
338,36-50,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,2-3 months,1,1,0,4
339,50+,Prefer not to say,Tier 3,1L+,Domestic,Call,2-3 months,1,5,1,1
340,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,3,0,2
341,36-50,Female,Tier 3,1L+,Domestic,Call,2-3 months,1,6,1,1
342,50+,Male,Tier 1,1L+,Domestic,Mobile App,2-3 months,1,1,0,4
343,36-50,Male,Tier 2,<20k,Domestic,Call,Monthly,1,6,1,1
344,26-35,Prefer not to say,Tier 2,<20k,Domestic,Call,2-3 months,0,6,1,1
345,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,3,0,2
346,36-50,Prefer not to say,Tier 1,20k-50k,Domestic,Agent,2-3 months,1,2,1,3
347,36-50,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,0,2,0,4
348,50+,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,3-6 months,1,3,0,2
349,50+,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,2,0,4
350,36-50,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,0,1,0,5
351,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,Monthly,1,3,0,2
352,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Website,2-3 months,0,2,0,5
353,18-25,Male,Tier 1,<20k,Domestic,Mobile App,Monthly,1,3,0,2
354,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,0,1,0,4
355,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,0,1,0,5
356,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Call,2-3 months,0,6,1,1
357,26-35,Female,Tier 2,50k-1L,Domestic,Agent,Monthly,1,3,1,3
358,50+,Male,Tier 1,20k-50k,Domestic,Call,Monthly,1,3,1,3
359,18-25,Prefer not to say,Tier 2,20k-50k,Commercial,Agent,2-3 months,0,3,1,4
360,36-50,Male,Tier 2,20k-50k,Domestic,Website,3-6 months,0,3,0,2
361,50+,Male,Tier 1,50k-1L,Domestic,Agent,3-6 months,1,6,1,1
362,18-25,Female,Tier 2,50k-1L,Domestic,Call,3-6 months,1,2,1,3
363,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,2,0,4
364,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Call,2-3 months,0,4,1,2
365,36-50,Female,Tier 2,<20k,Domestic,Call,3-6 months,1,3,1,3
366,36-50,Male,Tier 1,20k-50k,Domestic,Agent,Monthly,1,2,1,5
367,26-35,Male,Tier 2,<20k,Domestic,Agent,3-6 months,1,5,1,1
368,26-35,Male,Tier 2,1L+,Domestic,Agent,2-3 months,1,2,1,5
369,36-50,Male,Tier 2,50k-1L,Domestic,Agent,Monthly,0,5,1,1
370,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,0,2,0,5
371,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,2,0,5
372,50+,Female,Tier 3,50k-1L,Domestic,Mobile App,Monthly,1,1,0,5
373,26-35,Female,Tier 2,20k-50k,Domestic,Website,3-6 months,1,4,1,1
374,50+,Prefer not to say,Tier 2,<20k,Domestic,Agent,2-3 months,1,2,1,5
375,18-25,Prefer not to say,Tier 3,20k-50k,Commercial,Call,2-3 months,1,5,1,2
376,50+,Male,Tier 2,20k-50k,Commercial,Agent,2-3 months,1,2,1,5
377,50+,Male,Tier 1,20k-50k,Domestic,Agent,2-3 months,1,5,1,2
378,18-25,Female,Tier 1,50k-1L,Domestic,Website,Monthly,0,3,0,4
379,26-35,Prefer not to say,Tier 1,<20k,Domestic,Agent,2-3 months,0,2,1,5
380,18-25,Female,Tier 3,20k-50k,Domestic,Call,2-3 months,1,5,1,2
381,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Call,Monthly,0,4,1,2
382,26-35,Male,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,0,2,0,5
383,50+,Female,Tier 2,50k-1L,Commercial,Call,Monthly,0,2,1,5
384,18-25,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,0,1,0,4
385,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,0,3,0,3
386,50+,Male,Tier 2,50k-1L,Domestic,Agent,3-6 months,1,5,1,2
387,36-50,Female,Tier 2,50k-1L,Domestic,Call,2-3 months,1,2,1,3
388,36-50,Male,Tier 3,<20k,Domestic,Website,3-6 months,1,3,0,4
389,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,Monthly,1,1,0,5
390,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,1,0,5
391,36-50,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,0,2,0,5
392,36-50,Female,Tier 2,<20k,Commercial,Mobile App,2-3 months,1,1,0,5
393,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,0,3,0,2
394,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,1,0,5
395,36-50,Male,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,3,0,2
396,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,2,0,5
397,50+,Prefer not to say,Tier 2,1L+,Domestic,Mobile App,3-6 months,1,3,0,2
398,26-35,Male,Tier 3,<20k,Commercial,Agent,3-6 months,1,2,1,4
399,50+,Male,Tier 3,<20k,Domestic,Mobile App,3-6 months,1,1,0,5
400,18-25,Male,Tier 2,50k-1L,Commercial,Call,3-6 months,0,5,1,1
401,50+,Female,Tier 1,20k-50k,Domestic,Agent,Monthly,1,3,1,3
402,50+,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,2,0,4
403,36-50,Female,Tier 2,<20k,Commercial,Website,Monthly,1,5,1,2
404,18-25,Female,Tier 3,20k-50k,Domestic,Agent,3-6 months,0,4,1,2
405,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,Monthly,1,3,1,2
406,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,0,2,0,5
407,26-35,Female,Tier 3,50k-1L,Domestic,Agent,Monthly,0,3,1,3
408,50+,Prefer not to say,Tier 3,50k-1L,Domestic,Agent,3-6 months,1,4,1,3
409,50+,Male,Tier 2,50k-1L,Commercial,Mobile App,2-3 months,0,3,0,3
410,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,3,0,2
411,36-50,Male,Tier 2,<20k,Domestic,Mobile App,2-3 months,1,3,0,4
412,50+,Female,Tier 1,20k-50k,Commercial,Agent,3-6 months,1,3,1,4
413,26-35,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,1,0,5
414,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,2-3 months,1,3,1,2
415,36-50,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,3,0,4
416,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,2-3 months,1,2,1,4
417,18-25,Male,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,1,0,4
418,26-35,Male,Tier 1,50k-1L,Commercial,Mobile App,2-3 months,1,2,0,3
419,50+,Male,Tier 2,50k-1L,Domestic,Call,2-3 months,0,2,1,3
420,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,2
421,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,0,1,0,5
422,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,0,1,0,5
423,26-35,Female,Tier 3,20k-50k,Domestic,Call,Monthly,0,2,1,3
424,36-50,Male,Tier 3,50k-1L,Domestic,Website,Monthly,1,4,1,2
425,50+,Female,Tier 2,20k-50k,Domestic,Agent,2-3 months,1,2,1,4
426,18-25,Female,Tier 3,1L+,Domestic,Mobile App,Monthly,0,3,0,2
427,18-25,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,1,3,0,2
428,50+,Female,Tier 2,<20k,Domestic,Call,2-3 months,1,4,1,2
429,18-25,Male,Tier 1,1L+,Domestic,Agent,3-6 months,1,2,1,3
430,50+,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,2,0,3
431,18-25,Male,Tier 2,1L+,Domestic,Mobile App,Monthly,1,1,0,5
432,26-35,Male,Tier 3,1L+,Domestic,Mobile App,3-6 months,1,2,0,5
433,18-25,Female,Tier 2,<20k,Domestic,Agent,3-6 months,1,6,1,1
434,50+,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,3,0,2
435,50+,Male,Tier 2,<20k,Domestic,Agent,2-3 months,0,2,1,5
436,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,3,0,2
437,50+,Female,Tier 3,<20k,Domestic,Mobile App,Monthly,1,1,0,5
438,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,Monthly,1,1,0,5
439,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,2,0,4
440,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,4
441,18-25,Prefer not to say,Tier 1,1L+,Commercial,Mobile App,2-3 months,0,3,0,3
442,50+,Female,Tier 2,50k-1L,Commercial,Mobile App,2-3 months,1,2,0,4
443,18-25,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,0,2,0,5
444,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,3,0,2
445,50+,Female,Tier 3,50k-1L,Domestic,Website,Monthly,1,2,0,5
446,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,2-3 months,0,5,1,1
447,36-50,Female,Tier 1,50k-1L,Domestic,Call,3-6 months,1,2,1,5
448,26-35,Female,Tier 2,1L+,Domestic,Mobile App,Monthly,1,2,0,5
449,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,0,2,0,4
450,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,2,0,5
451,26-35,Prefer not to say,Tier 1,50k-1L,Commercial,Call,3-6 months,1,2,1,5
452,26-35,Male,Tier 1,1L+,Domestic,Mobile App,3-6 months,1,1,0,5
453,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,0,1,0,4
454,26-35,Prefer not to say,Tier 3,20k-50k,Domestic,Agent,3-6 months,1,5,1,1
455,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,2,0,4
456,36-50,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,0,3,0,4
457,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,0,3,0,3
458,50+,Male,Tier 2,<20k,Domestic,Call,3-6 months,1,2,1,5
459,36-50,Prefer not to say,Tier 3,50k-1L,Domestic,Agent,3-6 months,1,6,1,1
460,36-50,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,2-3 months,0,1,0,5
461,26-35,Male,Tier 2,<20k,Commercial,Mobile App,2-3 months,1,3,0,3
462,18-25,Female,Tier 3,20k-50k,Domestic,Call,Monthly,1,3,1,3
463,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,3,0,4
464,18-25,Female,Tier 2,<20k,Domestic,Call,2-3 months,0,6,1,1
465,50+,Female,Tier 1,20k-50k,Domestic,Call,2-3 months,1,4,1,1
466,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,0,3,0,3
467,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,1,3,0,4
468,18-25,Prefer not to say,Tier 3,<20k,Domestic,Call,Monthly,1,6,1,1
469,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,2,0,4
470,50+,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,1,0,4
471,18-25,Female,Tier 2,<20k,Domestic,Agent,2-3 months,1,4,1,2
472,50+,Female,Tier 3,50k-1L,Commercial,Mobile App,Monthly,1,1,0,5
473,36-50,Female,Tier 2,1L+,Domestic,Mobile App,3-6 months,0,3,0,4
474,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,1,0,5
475,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,0,3,1,2
476,50+,Prefer not to say,Tier 3,50k-1L,Commercial,Mobile App,2-3 months,1,3,0,3
477,18-25,Prefer not to say,Tier 1,1L+,Domestic,Website,2-3 months,1,2,0,5
478,50+,Male,Tier 3,50k-1L,Domestic,Agent,Monthly,1,3,1,2
479,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,4
480,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,3,0,3
481,50+,Prefer not to say,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,1,1,0,5
482,26-35,Female,Tier 1,<20k,Domestic,Call,Monthly,1,2,1,4
483,18-25,Female,Tier 1,20k-50k,Commercial,Agent,3-6 months,0,3,1,4
484,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Call,Monthly,1,6,1,1
485,18-25,Male,Tier 3,50k-1L,Commercial,Mobile App,Monthly,1,2,0,3
486,26-35,Male,Tier 1,20k-50k,Domestic,Call,3-6 months,1,4,1,1
487,36-50,Male,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,0,2,0,5
488,50+,Prefer not to say,Tier 1,<20k,Commercial,Agent,3-6 months,1,2,1,5
489,18-25,Female,Tier 3,20k-50k,Domestic,Call,3-6 months,0,3,1,4
490,18-25,Prefer not to say,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,0,3,0,3
491,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,3-6 months,0,2,0,3
492,18-25,Female,Tier 2,<20k,Domestic,Agent,3-6 months,1,4,1,1
493,18-25,Male,Tier 2,1L+,Domestic,Agent,2-3 months,1,2,1,3
494,26-35,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,1,1,0,5
495,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,Monthly,0,2,0,5
496,36-50,Male,Tier 1,1L+,Domestic,Call,3-6 months,1,5,1,1
497,36-50,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,Monthly,1,2,0,5
498,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,3,0,2
499,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,3,0,3
500,50+,Female,Tier 2,<20k,Domestic,Mobile App,Monthly,1,1,0,5
501,36-50,Female,Tier 3,50k-1L,Domestic,Call,Monthly,1,5,1,2
502,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Website,2-3 months,1,5,1,1
503,18-25,Female,Tier 2,50k-1L,Domestic,Call,2-3 months,1,5,1,1
504,50+,Male,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,1,1,0,5
505,36-50,Male,Tier 3,20k-50k,Domestic,Call,Monthly,1,2,1,5
506,18-25,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,3,0,3
507,50+,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,2,0,4
508,36-50,Female,Tier 3,50k-1L,Domestic,Website,2-3 months,1,6,1,1
509,50+,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,0,1,0,5
510,26-35,Prefer not to say,Tier 3,20k-50k,Domestic,Website,2-3 months,1,6,1,1
511,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,0,1,0,5
512,26-35,Male,Tier 1,20k-50k,Commercial,Call,3-6 months,0,2,1,5
513,36-50,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,0,3,0,4
514,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,1,1,0,5
515,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,3,0,4
516,36-50,Male,Tier 1,1L+,Commercial,Agent,Monthly,1,2,1,3
517,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,3-6 months,1,5,1,1
518,26-35,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,1,5,1,2
519,50+,Female,Tier 2,50k-1L,Domestic,Agent,Monthly,1,5,1,1
520,26-35,Male,Tier 2,1L+,Domestic,Agent,2-3 months,1,6,1,1
521,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,2,0,5
522,36-50,Female,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,0,2,0,5
523,26-35,Male,Tier 1,50k-1L,Domestic,Call,Monthly,1,4,1,3
524,36-50,Male,Tier 2,20k-50k,Domestic,Call,Monthly,1,6,1,1
525,26-35,Female,Tier 3,<20k,Domestic,Agent,3-6 months,1,4,1,3
526,36-50,Female,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,1,0,5
527,36-50,Male,Tier 2,1L+,Domestic,Mobile App,2-3 months,1,1,0,5
528,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Website,Monthly,1,3,0,2
529,26-35,Male,Tier 3,20k-50k,Domestic,Call,3-6 months,1,4,1,3
530,26-35,Female,Tier 3,1L+,Domestic,Mobile App,3-6 months,1,2,0,5
531,18-25,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,0,2,1,3
532,50+,Female,Tier 1,20k-50k,Domestic,Website,2-3 months,1,3,0,2
533,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,1,2,0,5
534,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,Monthly,1,3,1,4
535,36-50,Female,Tier 2,<20k,Domestic,Website,2-3 months,1,2,0,4
536,26-35,Female,Tier 1,20k-50k,Domestic,Website,3-6 months,0,2,0,5
537,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Website,3-6 months,0,3,0,4
538,36-50,Female,Tier 2,20k-50k,Commercial,Call,3-6 months,1,6,1,1
539,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,1,0,5
540,26-35,Prefer not to say,Tier 3,20k-50k,Commercial,Mobile App,2-3 months,1,2,0,4
541,36-50,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,0,3,0,3
542,26-35,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,1,0,4
543,36-50,Male,Tier 3,<20k,Domestic,Mobile App,Monthly,0,1,0,5
544,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,2
545,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,2,0,4
546,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,2,0,4
547,18-25,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,1,3,1,3
548,50+,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,Monthly,0,1,0,5
549,26-35,Male,Tier 2,<20k,Domestic,Call,3-6 months,1,2,1,3
550,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,1,6,1,1
551,18-25,Female,Tier 1,<20k,Domestic,Mobile App,2-3 months,0,1,0,5
552,50+,Female,Tier 1,20k-50k,Domestic,Website,2-3 months,0,6,1,1
553,18-25,Prefer not to say,Tier 3,<20k,Domestic,Call,2-3 months,1,3,1,2
554,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,0,2,0,5
555,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,0,2,0,3
556,50+,Female,Tier 2,<20k,Commercial,Mobile App,Monthly,1,2,0,5
557,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,1,0,5
558,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,1,0,5
559,50+,Male,Tier 2,<20k,Domestic,Call,3-6 months,1,4,1,1
560,26-35,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,0,5,1,1
561,50+,Female,Tier 1,20k-50k,Domestic,Call,Monthly,1,5,1,1
562,36-50,Male,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,0,2,0,5
563,36-50,Male,Tier 1,<20k,Domestic,Mobile App,Monthly,1,1,0,5
564,36-50,Female,Tier 2,20k-50k,Commercial,Mobile App,3-6 months,0,2,0,5
565,50+,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,3,0,4
566,26-35,Male,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,1,0,5
567,26-35,Prefer not to say,Tier 1,50k-1L,Commercial,Agent,Monthly,0,3,1,3
568,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,3,0,3
569,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,2-3 months,0,3,1,2
570,36-50,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,1,0,5
571,26-35,Female,Tier 2,<20k,Domestic,Website,3-6 months,1,2,0,5
572,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Call,2-3 months,0,3,1,4
573,18-25,Female,Tier 2,<20k,Domestic,Agent,Monthly,1,3,1,4
574,26-35,Male,Tier 3,<20k,Domestic,Mobile App,Monthly,0,1,0,5
575,36-50,Prefer not to say,Tier 3,20k-50k,Commercial,Agent,3-6 months,1,5,1,1
576,26-35,Male,Tier 1,20k-50k,Domestic,Agent,Monthly,1,3,1,3
577,18-25,Male,Tier 1,20k-50k,Commercial,Call,3-6 months,1,4,1,1
578,26-35,Female,Tier 1,<20k,Commercial,Call,3-6 months,1,4,1,2
579,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,Monthly,0,2,1,5
580,26-35,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,1,0,4
581,26-35,Male,Tier 2,<20k,Domestic,Call,Monthly,1,2,1,4
582,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,2-3 months,0,2,1,5
583,50+,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,3,0,2
584,26-35,Male,Tier 2,20k-50k,Commercial,Mobile App,Monthly,1,2,0,3
585,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,1,0,5
586,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,Monthly,0,6,1,1
587,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,0,3,0,3
588,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,1,0,5
589,50+,Female,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,2,0,5
590,18-25,Prefer not to say,Tier 1,1L+,Domestic,Agent,Monthly,1,2,1,4
591,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,0,1,0,5
592,50+,Female,Tier 1,20k-50k,Domestic,Call,Monthly,1,4,1,3
593,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,3
594,50+,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,0,3,1,3
595,50+,Female,Tier 2,50k-1L,Domestic,Website,2-3 months,0,2,0,3
596,50+,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,1,2,0,3
597,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,1,0,5
598,36-50,Male,Tier 1,1L+,Domestic,Agent,Monthly,1,5,1,1
599,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,3,0,3
600,26-35,Prefer not to say,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,1,1,0,4
601,18-25,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,0,2,1,4
602,50+,Male,Tier 1,20k-50k,Domestic,Website,Monthly,1,2,0,3
603,50+,Female,Tier 3,<20k,Commercial,Call,Monthly,1,2,1,3
604,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,1,0,4
605,36-50,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,0,3,0,2
606,36-50,Male,Tier 1,<20k,Commercial,Mobile App,Monthly,1,1,0,5
607,36-50,Prefer not to say,Tier 1,<20k,Domestic,Agent,Monthly,1,2,1,4
608,50+,Male,Tier 3,20k-50k,Domestic,Agent,Monthly,1,5,1,1
609,50+,Male,Tier 1,20k-50k,Commercial,Agent,2-3 months,1,3,1,4
610,50+,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,2,0,4
611,18-25,Male,Tier 3,20k-50k,Domestic,Call,Monthly,1,5,1,1
612,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,1,0,5
613,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,Monthly,1,2,0,3
614,26-35,Female,Tier 1,<20k,Domestic,Agent,Monthly,0,4,1,3
615,26-35,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,3,0,2
